horse_name,jockey,trainer,actual_weight,declared_horse_weight,draw,finish_time,win_odds,running_position_1,running_position_2,running_position_3,finishing_position
COOL AND NEAT,J Moreira,D J Hall,120,1194,14,1.22.03,5.8,14,12,10,1
RACING SUPERNOVA,J Moreira,W Y So,127,1139,1,1.21.30,4.1,5,4,6,6
BEAT THE CLOCK,J Moreira,J Size,130,1107,12,1.08.77,1.9,4,3,1,1
VOLITATION,J Moreira,J Size,131,1150,12,1.22.42,2.6,7,6,5,10
SHOW MISSION,J Moreira,Y S Tsui,121,1097,1,0.57.40,1.9,4,3,1,1
TRENDIFUL,J Moreira,C W Chang,124,1148,10,1.01.34,7.9,4,5,12,12
CASA MASTER,J Moreira,C S Shum,128,1184,6,1.41.06,3.6,11,11,3,3
HIGH VOLATILITY,J Moreira,K W Lui,132,1157,8,1.10.17,3.1,10,9,2,2
I'M A WITNESS,J Moreira,A S Cruz,125,1104,6,1.11.05,2.8,3,3,10,10
ENREACHING,J Moreira,J Size,119,1038,6,1.49.57,4.1,6,7,7,4
WHO'STHEDUDE,J Moreira,C S Shum,121,1124,1,1.10.38,3.7,7,6,4,4
SPEEDY WALLY,J Moreira,C Fownes,133,1105,3,1.39.47,4.3,8,6,4,5
NOTHINGILIKEMORE,J Moreira,J Size,129,1135,2,1.21.68,1.2,3,4,3,1
VITAL SPRING,J Moreira,J Size,128,1107,5,1.09.94,2.2,2,2,2,2
CARE FREE PRINCE,J Moreira,K L Man,133,1120,10,1.23.66,5,3,5,7,7
PENANG HALL,J Moreira,D J Hall,133,1238,4,1.22.74,2.9,6,8,7,2
SUPER FORM,J Moreira,A T Millard,133,1105,9,2.17.62,6.6,1,3,3,4
STAR OF JOY,J Moreira,K L Man,123,1058,1,1.09.67,2.7,4,3,3,3
BRAVO WATCHMAN,J Moreira,W Y So,118,1228,7,0.56.22,1.5,4,3,1,1
PACKING LLAREGYB,J Moreira,P F Yiu,131,1113,5,1.38.05,5.6,7,7,7,6
ENERGETIC CLASS,J Moreira,C W Chang,117,1109,11,1.34.74,5.3,10,10,9,3
CHEER WIN,J Moreira,P F Yiu,133,1124,12,1.10.51,4.9,1,1,2,2
GOLDEN PARTNERS,J Moreira,A T Millard,122,1082,4,1.50.52,3.5,7,8,8,1
ROYALE ELEGANCE,J Moreira,W Y So,132,1087,5,1.10.46,2.8,4,4,3,3
GO GO WIN,J Moreira,P F Yiu,131,1197,10,1.41.64,3.8,2,2,3,2
WAYFOONG VINNIE,J Moreira,J Size,120,1104,12,0.56.88,4.7,10,10,1,1
MONEY BOY,J Moreira,J Size,118,1077,6,1.09.92,3.8,6,6,4,4
PIKACHU,J Moreira,D E Ferraris,133,1142,6,1.39.31,7.8,4,4,4,1
SEA JADE,J Moreira,J Moore,133,1195,6,1.10.69,5.2,1,1,12,12
MR PICASSO,J Moreira,D J Hall,132,1096,12,1.11.03,7.4,9,4,1,1
WESTERN EXPRESS,J Moreira,J Size,131,1262,6,1.23.09,1.8,9,8,6,1
HIT A HOME RUN,J Moreira,D J Hall,133,1098,7,1.24.75,3.6,10,10,9,6
INVINCIBLE DRAGON,J Moreira,J Moore,115,1165,5,1.23.46,1.6,4,4,5,3
STRATHCLYDE,J Moreira,A T Millard,121,1176,1,0.57.99,3.9,3,1,1,1
COOL AND NEAT,J Moreira,D J Hall,125,1195,14,1.36.91,4.5,12,11,10,2
CITY LEGEND,J Moreira,T P Yung,128,1000,6,1.24.13,3.3,7,7,6,2
MAMBO ROCK,J Moreira,D J Hall,116,1089,1,2.03.41,2.6,5,5,4,1
RAPPER DRAGON,J Moreira,J Moore,126,1165,4,2.02.88,1.8,4,4,5,1
HAPPY HAPPY STAR,J Moreira,K L Man,115,1124,14,1.11.91,3.3,7,9,10,10
AGIAAL,J Moreira,A Lee,131,1091,3,1.40.81,2.3,4,3,4,4
CIRCUIT KING,J Moreira,A S Cruz,133,1106,2,0.57.27,1.8,3,3,1,1
BUMBLE BABY,J Moreira,J Moore,126,1131,7,1.10.77,3.6,4,4,3,3
PO CHING TREASURE,J Moreira,C Fownes,127,1056,11,1.51.89,3.9,11,11,11,11
POWERMAX,J Moreira,R Gibson,115,1132,12,1.10.33,3.4,1,1,2,2
LOTUS BREEZE,J Moreira,W Y So,121,1094,5,1.09.76,3.6,4,4,1,1
MARVEL HERO,J Moreira,C Fownes,115,977,7,1.48.05,2.8,10,10,4,1
DRAGON GENERAL,J Moreira,Y S Tsui,133,1099,3,0.57.69,2.4,5,4,1,1
BOND ELEGANCE,J Moreira,J Size,131,1032,1,1.09.65,4.1,4,4,5,5
ARIZONA BLIZZARD,J Moreira,J Size,130,1104,5,1.09.55,4,7,5,6,6
VITAL SPRING,J Moreira,J Size,128,1090,10,1.11.01,3.7,10,6,10,10
HOUSE OF FUN,J Moreira,J Size,125,1225,1,1.10.29,1.9,2,3,4,4
BABA MAMA,J Moreira,L Ho,120,1092,12,1.35.36,3.2,6,6,6,6
WORLD RECORD,J Moreira,A T Millard,117,1061,6,1.22.45,3.5,11,11,12,1
GOLDEN PARTNERS,J Moreira,A T Millard,128,1082,7,1.42.19,3.2,7,11,9,2
SHOW MISSION,J Moreira,Y S Tsui,130,1092,1,1.10.45,1.7,3,3,4,4
VICTOR EMPEROR,J Moreira,C H Yip,118,1120,1,1.10.23,2.5,3,3,2,2
BEST TANGO,J Moreira,D J Hall,122,1033,4,1.40.23,2.6,8,8,5,7
ROYALE ELEGANCE,J Moreira,W Y So,131,1067,2,1.10.67,3.8,6,5,5,5
WAYFOONG VINNIE,J Moreira,J Size,124,1117,9,0.57.09,2.6,10,7,2,2
AGREE,J Moreira,J Moore,118,1185,10,1.39.81,3.6,2,2,2,4
CHEER WIN,J Moreira,P F Yiu,118,1120,4,1.09.91,2,6,5,2,2
SAM'S LOVE,J Moreira,C H Yip,126,996,13,1.09.61,6,11,8,1,1
GENERAL SHERMAN,J Moreira,A S Cruz,133,1050,3,1.47.16,3.5,11,10,10,1
HASTILY FEET,J Moreira,W Y So,131,1137,11,1.23.05,3.8,10,9,9,4
RAGING BULL,J Moreira,J Size,132,1144,9,1.10.45,8.6,2,2,5,5
AMBITIOUS HEART,J Moreira,D E Ferraris,120,1100,2,1.22.80,1.7,2,5,5,4
MULTIMAX,J Moreira,A S Cruz,121,1148,5,1.09.50,4.8,2,1,5,5
AH BO,J Moreira,A T Millard,118,1136,8,1.23.84,12,9,11,12,13
REGENCY BO BO,J Moreira,A S Cruz,124,1087,9,1.21.95,1.6,9,8,4,2
BRAVO WATCHMAN,J Moreira,W Y So,124,1231,11,1.10.06,2.2,3,4,1,1
WESTERN EXPRESS,J Moreira,J Size,133,1258,6,1.20.86,3,8,6,6,1
SIGHT LEADER,J Moreira,W Y So,126,1102,14,0.55.40,1.8,3,4,1,1
GREEN CARD,J Moreira,J Moore,130,1173,2,1.22.44,4,10,11,11,9
BEAUTY LOVE,J Moreira,A S Cruz,131,1054,1,1.22.81,3.3,6,5,5,1
HIT A HOME RUN,J Moreira,D J Hall,131,1088,5,1.49.28,4.1,8,9,10,5
RIGHT CALL,J Moreira,J Size,124,1116,12,1.09.60,3.8,2,2,2,2
PREMIERE,J Moreira,J Size,129,1105,4,0.55.79,2.3,7,5,4,4
IMPERIAL SEAL,J Moreira,C Fownes,128,1127,1,1.36.12,4.7,4,5,4,5
MR STUNNING,J Moreira,J Size,123,1093,5,1.08.46,3.4,8,7,1,1
RAPPER DRAGON,J Moreira,J Moore,123,1168,5,1.33.74,1.6,3,4,3,1
EAGLE WAY,J Moreira,J Moore,125,1094,14,2.12.44,4.4,12,13,12,2
MY FOLKS,J Moreira,C W Chang,120,1153,8,2.18.39,3.8,9,8,8,5
AGIAAL,J Moreira,A Lee,129,1096,12,1.41.04,5.7,11,11,9,1
NASHASHUK,J Moreira,J Size,124,1077,5,1.10.20,3.6,3,3,3,3
BEAUTY CONNECTION,J Moreira,A S Cruz,132,1124,3,0.58.03,3.1,4,4,6,6
GREAT JOY,J Moreira,D J Hall,126,1014,1,1.40.67,2.2,6,6,6,3
WAYFOONG VINNIE,J Moreira,J Size,128,1117,4,0.57.16,2.2,9,8,3,3
NUMERO UNO,J Moreira,T P Yung,118,1167,9,1.10.39,9.1,11,11,10,10
WISKY,J Moreira,J Size,117,1165,10,1.39.99,6.2,3,3,1,2
SOCCER BRAVE,J Moreira,D E Ferraris,125,1027,7,1.10.37,2.9,5,5,6,6
NOTHINGILIKEMORE,J Moreira,J Size,132,1124,7,1.21.97,1.3,2,3,3,1
BEST TANGO,J Moreira,D J Hall,121,1053,14,1.39.53,6.2,7,4,3,6
IMPERIAL SEAL,J Moreira,C Fownes,130,1111,7,1.39.42,5.6,2,2,2,1
WESTERN EXPRESS,J Moreira,J Size,132,1263,7,1.22.16,2,7,8,7,5
BORN DRAGON,J Moreira,C Fownes,123,1003,12,1.10.18,5.1,3,5,11,11
BEAUTY MASTER,J Moreira,A S Cruz,133,1121,5,0.57.65,3.5,4,2,6,6
ARIZONA BLIZZARD,J Moreira,J Size,125,1088,8,1.09.35,4.9,8,10,6,6
RED MARVEL,J Moreira,J Size,121,1089,8,1.48.69,4.6,5,6,6,9
SUPER SWEET ORANGE,J Moreira,D E Ferraris,132,1229,12,1.40.84,2.6,4,4,4,6
ALLCASH,J Moreira,A T Millard,129,1190,5,2.17.22,4.2,4,4,4,4
EMPIRE STAR,J Moreira,Y S Tsui,130,1102,10,1.11.11,2.1,9,9,5,5
VICTOR EMPEROR,J Moreira,C H Yip,118,1111,10,1.11.43,5.3,5,5,12,12
CONTRIBUTION,J Moreira,A S Cruz,117,1150,4,1.39.82,4,1,1,1,1
ENREACHING,J Moreira,J Size,119,1042,10,1.41.53,8,1,1,6,11
WONDERFUL FIGHTER,J Moreira,P F Yiu,124,1144,6,1.09.79,4.8,4,3,1,1
PREMIERE,J Moreira,J Size,118,1113,6,1.09.77,4.6,1,1,4,4
WINNER ST PAUL'S,J Moreira,C H Yip,130,1080,9,1.23.24,5,10,11,9,7
EASTERN EXPRESS,J Moreira,J Size,127,1133,8,1.33.71,3.4,3,3,3,1
RELENTLESS ME,J Moreira,W Y So,125,1153,5,1.09.76,3.8,6,6,1,1
HURRICANE HUNTER,J Moreira,T P Yung,125,1131,9,1.22.91,3.2,11,11,7,7
METALLIC STAR,J Moreira,C H Yip,124,997,6,1.22.57,7,1,1,1,1
HOME RUN,J Moreira,Y S Tsui,125,1127,2,1.34.53,6.1,6,6,6,2
EAGLE WAY,J Moreira,J Moore,127,1074,4,2.25.48,2.1,10,8,9,1
REGENCY BO BO,J Moreira,A S Cruz,125,1089,12,1.22.12,2.1,2,2,2,2
NEOREALISM,J Moreira,N Hori,126,1128,6,2.04.59,4.5,6,6,1,1
HAPPY HAPPY STAR,J Moreira,K L Man,118,1106,2,1.09.82,2.9,4,5,3,3
RAGING BULL,J Moreira,J Size,132,1133,12,1.10.78,4.1,3,2,9,9
GOLDEN PARTNERS,J Moreira,A T Millard,132,1081,4,1.50.60,2.4,10,9,10,4
IDYLLIC WIND,J Moreira,T K Ng,128,1209,2,1.10.48,3.6,5,5,2,2
FLYING MONKEY,J Moreira,W Y So,133,1056,5,0.57.25,2.2,2,2,2,2
SMART UNION,J Moreira,K W Lui,123,1111,4,1.40.45,7.8,6,6,4,2
DIAMOND MASTER,J Moreira,P F Yiu,131,1149,10,0.57.64,3,7,7,5,5
WAYFOONG VINNIE,J Moreira,J Size,127,1119,10,1.10.60,3,10,10,9,9
VARA PEARL,J Moreira,A T Millard,119,1044,8,1.41.06,3.1,10,10,9,8
CASH COURIER,J Moreira,K L Man,132,1209,10,1.36.52,4.6,11,11,10,3
ENSURING,J Moreira,J Size,133,1128,4,2.02.52,2.3,8,8,7,2
SIGHT LEADER,J Moreira,W Y So,132,1114,8,1.10.21,1.6,3,4,1,1
TRIUMPHANT LIGHT,J Moreira,D E Ferraris,124,1057,8,1.35.54,4.5,5,6,6,4
ALLCASH,J Moreira,A T Millard,129,1189,8,2.03.26,6.5,7,7,7,3
HOUSE OF FUN,J Moreira,J Size,117,1234,7,0.55.93,4.4,4,3,1,1
MR STUNNING,J Moreira,J Size,126,1082,4,1.09.00,2,8,7,2,2
JOLLY BOUNTIFUL,J Moreira,J Size,122,983,7,0.57.32,3.8,8,7,3,3
ALWAYS WONGCHOY,J Moreira,Y S Tsui,121,1119,6,2.21.30,3.4,8,8,9,8
ISTANBUL BEY,J Moreira,C Fownes,118,1076,5,1.49.25,3.2,7,7,5,6
LEOWL,J Moreira,P F Yiu,127,1109,5,1.45.07,4.3,3,3,2,12
IRON BOY,J Moreira,K W Lui,129,1187,8,1.10.34,2.9,4,4,6,6
BUMBLE BABY,J Moreira,J Moore,125,1131,7,1.10.96,4.1,2,3,8,8
SUPER TURBO,J Moreira,D J Hall,123,1030,3,1.09.25,2.1,9,9,1,1
WAYFOONG VINNIE,J Moreira,J Size,124,1122,1,1.10.41,4.1,5,5,4,4
JUMBO LUCK,J Moreira,K W Lui,132,1212,12,1.09.99,2.2,1,1,1,1
EASTERN EXPRESS,J Moreira,J Size,133,1147,12,1.35.20,4.4,3,2,2,12
FORTUNE BROTHERS,J Moreira,T P Yung,127,1203,2,1.10.71,3.9,3,3,9,9
ACCESSION YEARS,J Moreira,J Size,125,959,1,1.11.04,7.7,3,3,8,8
GORGEOUS AGAIN,J Moreira,C S Shum,132,1044,7,1.49.23,2.8,7,7,7,1
REGENCY BO BO,J Moreira,A S Cruz,130,1087,2,1.22.52,1.6,5,4,3,3
SPICY KAKA,J Moreira,J Moore,121,1160,9,1.24.01,8.3,8,10,5,5
SUNNY DRAGON,J Moreira,R Gibson,119,1200,3,1.09.59,5,10,10,4,4
JADE THEATRE,J Moreira,K L Man,122,1074,7,1.10.82,14,9,7,4,4
RATTAN,J Moreira,R Gibson,116,1117,10,1.35.33,1.8,6,5,5,4
SPICY DOUBLE,J Moreira,K L Man,119,1129,10,1.42.01,16,4,5,6,4
SKY TREASURE,J Moreira,Y S Tsui,115,1066,8,1.10.93,3.4,10,10,2,2
CLEVER SPIRIT,J Moreira,C Fownes,115,1145,2,1.10.11,2.2,6,8,3,3
GO GO WIN,J Moreira,P F Yiu,131,1200,3,1.41.06,3.7,4,3,4,2
SPICY SURE,J Moreira,K L Man,133,1148,3,1.40.19,1.8,2,2,1,7
THE SYLPH,J Moreira,D E Ferraris,116,1010,7,1.40.02,7.9,8,9,9,4
CIRCUIT KING,J Moreira,A S Cruz,122,1123,5,0.57.27,3.6,2,2,2,2
PERPETUAL JOYANCE,J Moreira,J Size,127,1126,10,1.10.41,5.9,8,8,6,6
GREEN DISPATCH,J Moreira,C S Shum,127,1161,2,2.02.34,2.8,2,2,2,1
SOUTHERN LEGEND,J Moreira,C Fownes,122,1121,1,1.10.68,2.7,6,5,13,13
ZERO HEDGE,J Moreira,J Size,126,1079,10,0.57.58,1.9,4,4,1,1
IMPERIAL GALLANTRY,J Moreira,P O'Sullivan,131,1154,11,1.36.45,5.7,8,10,10,5
SIR REDALOT,J Moreira,J Size,119,984,6,1.22.06,8.1,1,1,1,2
MY DARLING,J Moreira,J Size,129,1129,9,1.21.71,1.8,2,3,1,1
RELENTLESS ME,J Moreira,W Y So,130,1156,14,1.22.80,5,4,5,4,4
EAGLE WAY,J Moreira,J Moore,126,1077,7,2.29.73,2,7,6,6,3
MR STUNNING,J Moreira,J Size,133,1096,10,1.09.70,3.7,10,9,8,8
BANK ON RED,J Moreira,J Size,121,1042,5,1.22.96,5.9,8,11,13,4
GRAN MASTER,J Moreira,L Ho,124,1113,3,1.48.08,3.1,6,6,6,2
NOTED PERFORMER,J Moreira,W Y So,133,1113,11,1.50.69,5.5,10,10,10,8
RESPECT,J Moreira,J Moore,127,1158,1,1.09.88,3.5,3,3,3,3
FIVE STARS AGENT,J Moreira,J Size,118,1089,4,1.39.27,2.9,1,1,1,3
EVEREST,J Moreira,W Y So,130,1109,8,1.09.96,7.1,9,8,7,7
VANILLA,J Moreira,C Fownes,126,1115,6,1.38.82,3.9,9,9,9,8
RED MARVEL,J Moreira,J Size,123,1067,10,1.38.38,7.6,1,2,1,1
